=== mathematical_logic/task_5 seed=0 ===
step   1 tile=(1, 1) engpos=(16.0, 16.0) detpx=(16, 16) keys=0 facing=down action=DOWN events=[] monster=None
step 118 tile=(2, 6) engpos=(32.0, 98.0) detpx=(32, 98) keys=0 facing=down action=DOWN events=['move_down'] monster=None
step 119 tile=(2, 6) engpos=(32.0, 99.0) detpx=(32, 99) keys=0 facing=down action=DOWN events=['move_down'] monster=None
step 120 tile=(2, 6) engpos=(32.0, 100.0) detpx=(32, 100) keys=0 facing=down action=DOWN events=['move_down'] monster=None
step 121 tile=(2, 6) engpos=(32.0, 101.0) detpx=(32, 101) keys=0 facing=down action=DOWN events=['move_down'] monster=None
step 122 tile=(2, 6) engpos=(32.0, 102.0) detpx=(32, 102) keys=0 facing=down action=DOWN events=['move_down'] monster=None
step 123 tile=(2, 6) engpos=(32.0, 103.0) detpx=(32, 103) keys=0 facing=down action=DOWN events=['move_down'] monster=None
step 124 tile=(2, 7) engpos=(32.0, 104.0) detpx=(32, 104) keys=0 facing=down action=DOWN events=['move_down'] monster=None
step 125 tile=(2, 7) engpos=(32.0, 105.0) detpx=(32, 105) keys=0 facing=down action=DOWN events=['move_down'] monster=None
step 126 tile=(2, 7) engpos=(32.0, 106.0) detpx=(32, 106) keys=0 facing=down action=DOWN events=['move_down'] monster=None
step 127 tile=(2, 7) engpos=(32.0, 107.0) detpx=(32, 107) keys=0 facing=down action=DOWN events=['move_down'] monster=None
step 128 tile=(2, 7) engpos=(32.0, 108.0) detpx=(32, 108) keys=0 facing=down action=DOWN events=['move_down'] monster=None
step 129 tile=(2, 7) engpos=(32.0, 109.0) detpx=(32, 109) keys=0 facing=down action=DOWN events=['move_down'] monster=None
step 130 tile=(2, 7) engpos=(32.0, 110.0) detpx=(32, 110) keys=0 facing=down action=DOWN events=['move_down'] monster=None
step 131 tile=(2, 7) engpos=(32.0, 111.0) detpx=(32, 111) keys=0 facing=down action=DOWN events=['move_down'] monster=None
step 132 tile=(2, 7) engpos=(32.0, 112.0) detpx=(32, 112) keys=0 facing=right action=RIGHT events=['move_down'] monster=None
step 133 tile=(2, 7) engpos=(33.0, 112.0) detpx=(33, 112) keys=0 facing=right action=RIGHT events=['move_right'] monster=None
step 134 tile=(2, 7) engpos=(34.0, 112.0) detpx=(34, 112) keys=0 facing=right action=RIGHT events=['move_right'] monster=None
step 135 tile=(2, 7) engpos=(35.0, 112.0) detpx=(35, 112) keys=0 facing=right action=RIGHT events=['move_right'] monster=None
step 136 tile=(2, 7) engpos=(36.0, 112.0) detpx=(36, 112) keys=0 facing=right action=RIGHT events=['move_right'] monster=None
step 137 tile=(2, 7) engpos=(37.0, 112.0) detpx=(37, 112) keys=0 facing=right action=RIGHT events=['move_right'] monster=None
